,id,Date Created,Tweet,location,type_incident,Tweet_sentiment
0,1556011346768052224,2022-08-06 20:16:29,"All hands transmitted, fire in a private dwelling.",Bronx | 687 E 224th St.,fires,0
969,1595213190253649926,2022-11-23 00:30:36,"Confirmed knifepoint robbery in transit. Suspect is a m/b, 5’6” tall, 25… https://t.co/ECTUi6yhDy",Manhattan | 59th St-Lexington Ave station,fires,0
970,1595211644610625536,2022-11-23 00:24:28,"Confirmed male shot in the head. Suspect is a m/b, 6’2” tall, wearing a black hoodie, navy… https://t.co/BxDGKjtwN5",Bronx | 2290 Boston Rd,crime,3
971,1595185540915396608,2022-11-22 22:40:44,"Confirmed gunpoint robbery, two m/b suspects. S-1 is 5’5” tall, wearing a black mask, g… https://t.co/JTX5s50k54",Queens | 88-05 Jamaica Ave,robbery,1
972,1595179819406196736,2022-11-22 22:18:00,"Confirmed male stabbed in the neck, aided not likely at this time.",Manhattan | 2170 Lexington Ave,crime,3
973,1595173863725314049,2022-11-22 21:54:20,"Confirmed robbery, aided w/ minor injuries. Suspect is a m/b with dreadlo… https://t.co/EVI2kKnu3o",Manhattan | E 14th St and Union Square E,fires,0
974,1595159326934634508,2022-11-22 20:56:34,"2nd alarm transmitted, fire on the roof.",Bronx | 3482 Park Ave,fires,0
975,1595159124647477249,2022-11-22 20:55:46,"All hands transmitted, fire on the roof.",Bronx | 3482 Park Ave,fires,0
976,1595106972776505345,2022-11-22 17:28:32,"All hands transmitted, fire on the roof.",Brooklyn | 182 Nostrand Ave,fires,0
977,1595065464614522881,2022-11-22 14:43:36,"All hands transmitted, brush fire.",Queens | 104th St and Park Lane S,fires,0
978,1594885799547351040,2022-11-22 02:49:40,"Confirmed commercial robbery. Suspect is a m/b wearing a black mask, glasses, black sle… https://t.co/cjVqCqzEXV",Queens | 24-07 Steinway St,fires,0
979,1594875691102765060,2022-11-22 02:09:30,"All hands transmitted, fire in a multiple dwelling.",Brooklyn | 458 E 51st St,fires,0
980,1594838679712825344,2022-11-21 23:42:26,"Confirmed knifepoint robbery, Amazon truck stolen. Suspect is a m/b wearing all black, v… https://t.co/LtGOqlqSca",Brooklyn | 1986 E 19th St,robbery,1
981,1594833062403067904,2022-11-21 23:20:07,"Confirmed robbery. Two m/b suspects, 6’2” tall, wearing black ski masks, d… https://t.co/srp2HdvvTU",Manhattan | Lafayette Ave and Spring St,robbery,1
982,1594815130004381696,2022-11-21 22:08:51,"All hands transmitted, fire in a multiple dwelling.",Bronx | 1660 Crotona Park E,fires,0
983,1594814847090401291,2022-11-21 22:07:44,"Confirmed male shot, aided w/ CPR in progress.",Bronx | 2891 Sedgwick Ave,crime,3
984,1594810319993700352,2022-11-21 21:49:45,"Confirmed assault w/ a knife. S-1 is a 15 y/o m/b wearing a black ski mask, blue hoodie. S-… https://t.co/S9UPubyGLc",Queens | 31-46 21st St,crime,3
985,1594807782871539715,2022-11-21 21:39:40,Pedestrian struck w/ serious injuries. Highway CIS requested for the confirmed job.,Staten Island | Forest Ave and South Ave,accident,2
986,1594754369508954112,2022-11-21 18:07:25,"Confirmed commercial robbery. S-1 is a m/b wearing a blue jacket, gray pants, white shoes.… https://t.co/wEwx0kPIKh",Brooklyn | 194 Logan St,fires,0
987,1594750211779346436,2022-11-21 17:50:54,"All hands transmitted, fire in a private dwelling.",Queens | 108-11 220th St,fires,0
988,1594744859432132608,2022-11-21 17:29:38,"All hands transmitted, fire in a multiple dwelling.",Bronx | 101 E Tremont Ave,fires,0
989,1594741714698149889,2022-11-21 17:17:08,"All hands transmitted, fire in the compactor.",Brooklyn | 2951 W 33rd St,fires,0
990,1594679764685840384,2022-11-21 13:10:58,"All hands transmitted, fire in a multiple dwelling.",Queens | 86-50 208th St,fires,0
991,1594673276466434049,2022-11-21 12:45:11,"Pedestrian struck in hit-and-run, aided w/ serious injuries. Highway CIS requ… https://t.co/52CGVGIWMF",Queens | 91st Ave and Woodhaven Blvd,accident,2
992,1594541705507717122,2022-11-21 04:02:22,"Vehicle accident, aided is DOA at the hospital. Highway CIS requested for the confirmed job.",Queens | 37th Ave and Parsons Blvd,accident,2
993,1594518428093919233,2022-11-21 02:29:52,Confirmed robbery. Suspect is a m/b wearing all black clothing.,Queens | 31-92 21st St,fires,0
994,1596998944738910208,2022-11-27 22:46:33,"Confirmed robbery, four m/b suspects. S-1 is wearing a red jacket. S-2 is wearing a gra… https://t.co/jUezN9WBKI",Staten Island | 32 Gary Ct,robbery,1
995,1596971776231309318,2022-11-27 20:58:36,"Confirmed shots fired. Suspect is a m/b in his 20s, fled in a brown sedan.",Bronx | Castle Hill Ave and Seward Ave,crime,3
996,1596947669087268864,2022-11-27 19:22:48,"Confirmed male shot in the stomach, aided not likely.",Manhattan | 342 W 145th St,crime,3
997,1596857450229301248,2022-11-27 13:24:18,Confirmed shots fired at the location.,Brooklyn | 1136 Winthrop St,crime,3
998,1596726104567554050,2022-11-27 04:42:23,"All hands transmitted, fire in the compactor chute of a multiple dwelling.",Brooklyn | 111 Bridge St,fires,0
999,1596725711808913408,2022-11-27 04:40:50,"Confirmed gunpoint robbery. Suspect is a m/b wearing dark clothing, fled e/b… https://t.co/cIHjWUhO2n",Bronx | E Tremont Ave and Sampson Ave,fires,0
1000,1596709825508831233,2022-11-27 03:37:42,Confirmed knifepoint robbery. Three m/b suspects wearing ski masks fled s/b on 188th St in… https://t.co/BwQ9JLr2Jo,Queens | 69-62 188th St,robbery,1
1001,1596705228207833088,2022-11-27 03:19:26,"Confirmed 2 children stabbed, both DOA. One person in custody.",Bronx | 246 Echo Pl,crime,3
1002,1596698841155358720,2022-11-27 02:54:03,"Confirmed attempted robbery. Suspect is a m/b with braids, wearing a black hoodie.",Manhattan | 37 7th Ave,fires,0
1003,1596695828751597568,2022-11-27 02:42:05,Confirmed shots fired at the location.,Manhattan | 446 W 25th St,crime,3
1004,1596682895166705664,2022-11-27 01:50:41,"Confirmed male shot in the arm, aided not likely.",Bronx | E 169th St and Sheridan Ave,crime,3
1005,1596650640796962816,2022-11-26 23:42:31,"All hands transmitted, fire in a gas station.",Queens | 50-92 Northern Blvd,fires,0
1006,1596607452962775044,2022-11-26 20:50:54,"All hands transmitted, fire in a multiple dwelling.",Brooklyn | 1439 Ocean Ave,fires,0
1007,1596579794858164230,2022-11-26 19:01:00,"All hands transmitted, fire in a multiple dwelling.",Brooklyn | 2942 W 5th St,fires,0
1008,1596573778984607745,2022-11-26 18:37:06,Confirmed shots fired at the location.,Queens | 21st St and 40th Ave,crime,3
1009,1596568590672592901,2022-11-26 18:16:29,Confirmed vehicle taken at knifepoint. Vehicle is a black Hyundai Tucson w/ NY p… https://t.co/OsLS73uPmy,Queens | Burling St and Holly Ave,fires,0
1010,1596547987873796096,2022-11-26 16:54:37,Confirmed robbery. Four m/b suspects fled in a black Jeep Cherokee w/ partial plate 945.,Queens | 99th St and 62nd Ave,robbery,1
1011,1596525283397570562,2022-11-26 15:24:24,"All hands transmitted, fire in a multiple dwelling.",Queens | 42-25 80th St,fires,0
1012,1596504073632714752,2022-11-26 14:00:07,"All hands transmitted, fire in a private dwelling.",Brooklyn | 707 New Jersey Ave,fires,0
1013,1596368793583984640,2022-11-26 05:02:34,"All hands transmitted, fire in a multiple dwelling.",Manhattan | 1875 3rd Ave,fires,0
1014,1597740442094895106,2022-11-29 23:53:00,"Pedestrian struck, aided DOA at the hospital. Highway CIS requested for the confirmed job.",Bronx | W 261st St and Broadway,accident,2
1015,1597731241691947008,2022-11-29 23:16:27,"Vehicle accident w/ two aideds, one DOA at the hospital. Highway CIS requested for the confirmed job.",Queens | Woodhaven Blvd and 62nd Rd,accident,2
1016,1597716981368627201,2022-11-29 22:19:47,Confirmed shots fired. Suspects fled in red and white vehicles.,Brooklyn | Cooper St and Wilson Ave,crime,3
1017,1597691320704827392,2022-11-29 20:37:49,"All hands transmitted, fire on the 1st floor.",Brooklyn | 2020 E 53rd St,fires,0
1018,1597688958183424000,2022-11-29 20:28:25,Confirmed knifepoint robbery. Two male suspects fled s/b on Albany Ave in a black Jeep C… https://t.co/r9KsKyaG1f,Brooklyn | 108 Albany Ave,robbery,1
1019,1597612944514228226,2022-11-29 15:26:22,Confirmed home invasion. Two m/h suspects wearing all black fled in a white box truck w/ no front license plate.,Bronx | 2015 Bruckner Blvd,robbery,1
1020,1597572640885161987,2022-11-29 12:46:13,"Pedestrian struck, aided DOA at the hospital. Highway CIS requested for the confirmed job.",Queens | 84th St and 153rd Ave,accident,2
1021,1597438592082657287,2022-11-29 03:53:33,Confirmed shots fired at the location.,Manhattan | E 10th St and Avenue D,crime,3
1022,1597430627028058114,2022-11-29 03:21:54,"2nd alarm transmitted, fire in a multiple dwelling.",Staten Island | 180 Park Hill Ave,fires,0
1023,1597428009656623107,2022-11-29 03:11:30,"All hands transmitted, fire in a multiple dwelling.",Staten Island | 180 Park Hill Ave,fires,0
1024,1597427814294233090,2022-11-29 03:10:44,Confirmed gunpoint robbery. Four male suspects wearing ski masks fled in two dark-colored vehicles.,Bronx | 3151 E Tremont Ave,robbery,1
1025,1597399177016840192,2022-11-29 01:16:56,"Confirmed assault w/ a knife. Suspect is a m/b, 5’10” tall, wearing a gray long-sleeve shirt.",Brooklyn | 888 Jamaica Ave,crime,3
1026,1597382991956905987,2022-11-29 00:12:37,"Pedestrian struck in hit-and-run, aided w/ serious injuries. Highway CIS requested for the confirmed job.",Brooklyn | Kent Ave and Taylor St,accident,2
1027,1598765359472967703,2022-12-02 19:45:39,"All hands transmitted, fire in a multiple dwelling.",Manhattan | 16 E 125th St,fires,0
1028,1598758722360188928,2022-12-02 19:19:17,"All hands transmitted, fire in a multiple dwelling.",Brooklyn | 340 Georgia Ave,fires,0
1029,1598753525709905922,2022-12-02 18:58:38,"All hands transmitted, fire in a multiple dwelling.",Brooklyn | 395A Decatur St,fires,0
1030,1598718942083776512,2022-12-02 16:41:13,"Confirmed attempted gunpoint robbery. Suspect is a m/b, 5’11” tall, wearing a black jack… https://t.co/9WTB5cwMfo",Brooklyn | 467 Hancock St,fires,0
1031,1598709005047812097,2022-12-02 16:01:44,"2nd alarm transmitted, fire in a multiple dwelling.",Manhattan | 52 St Nicholas Ave,fires,0
1032,1598707134283354114,2022-12-02 15:54:18,"All hands transmitted, fire in a multiple dwelling.",Manhattan | 52 St Nicholas Ave,fires,0
1033,1598667947786084357,2022-12-02 13:18:35,"All hands transmitted, fire in a private dwelling.",Staten Island | 942 Van Duzer St,fires,0
1034,1598474916835344384,2022-12-02 00:31:33,"Confirmed gunpoint robbery. S-1 is a m/b with dreadlocks, wearing a black ski mask, blue g… https://t.co/cOhjRVaiL7",Manhattan | 304 8th Ave,fires,0
1035,1598471686411649026,2022-12-02 00:18:42,"All hands transmitted, fire in a multiple dwelling.",Manhattan | 133 W 113th St,fires,0
1036,1598390802006286336,2022-12-01 18:57:18,"All hands transmitted, fire in a multiple dwelling.",Queens | 35-20 Leverich St,fires,0
1037,1598370751626809364,2022-12-01 17:37:38,"Confirmed person struck by the train near Marcy Ave station, aided is DOA.",Brooklyn | Marcy Ave station J/M/Z line,accident,2
1038,1598349142518013958,2022-12-01 16:11:46,"All hands transmitted, fire in a private dwelling.",Queens | 147-58 70th Rd,fires,0
1039,1598334467462012928,2022-12-01 15:13:27,"Confirmed male shot in the thigh, aided not likely.",Brooklyn | 1472 E 86th St,crime,3
1040,1598330079293198336,2022-12-01 14:56:01,Confirmed person shot at the location.,Brooklyn | 11629 Seaview Ave,crime,3
1041,1607834795286925313,2022-12-27 20:24:21,"All hands transmitted, fire in a commercial.",Manhattan | 501 W 30th St.,fires,0
1042,1607722535377829888,2022-12-27 12:58:17,29 y/o male was shot in the chest and pronounced deceased at Jacobi Medical Center. https://t.co/RJU5kN58Xq,,crime,3
1043,1607577994314276865,2022-12-27 03:23:55,Confirmed commercial robbery. Two m/b suspects fled w/b on E Houston St in a silver N… https://t.co/oUv4WjEYuY,Manhattan | 319 E Houston St.,robbery,1
1044,1607564657421651968,2022-12-27 02:30:56,"Confirmed male shot. Suspect is a m/b wearing a red bandana, black coat, fled w/b on Van Buren St.",Bronx | Van Nest Ave and Melville St.,crime,3
1045,1607547773645164548,2022-12-27 01:23:50,Confirmed gunpoint robbery. Four m/b suspects and one m/h suspect fled in a midnight blue Mercedes-Benz.,Bronx | 815 Hutchison River Pkwy.,robbery,1
1046,1607539950932590592,2022-12-27 00:52:45,Confirmed shots fired. Suspect fled in a gray Hyundai Elantra w/ NY plate JRF9594,Manhattan | 50 Manhattan Ave.,crime,3
1047,1607497123867824128,2022-12-26 22:02:34,64 y/o female was shot in the head and pronounced deceased at Harlem Hospital. https://t.co/zO9QHHD3Ma,,crime,3
1048,1607476362188656642,2022-12-26 20:40:04,"All hands transmitted, fire in a multiple dwelling.",Bronx | 1805 University Ave.,fires,0
1049,1607471030116704261,2022-12-26 20:18:53,"Confirmed knifepoint robbery. Suspect is a m/h wearing all black clothing, fled n/b in a black Honda.",Manhattan | 4857 Broadway.,fires,0
1050,1607470224529362950,2022-12-26 20:15:41,"Confirmed gunpoint robbery. Two male suspects fled in a red vehicle, one is a m/b w… https://t.co/m5nna51kSo",Queens | 186th St and 90th Ave.,robbery,1
1051,1607459095593865219,2022-12-26 19:31:28,"3rd alarm transmitted, fire in a private dwelling.",Queens | 128-31 146th St.,fires,0
1052,1607457099499606016,2022-12-26 19:23:32,"2nd alarm transmitted, fire in a private dwelling.",Queens | 128-31 146th St.,fires,0
1053,1607422756773150726,2022-12-26 17:07:04,"Confirmed person shot on the 5th floor, aided is likely.",Manhattan | 425 W 205th St.,crime,3
1054,1607420170951168005,2022-12-26 16:56:47,"Confirmed female shot, aided w/ CPR in progress. Two m/h suspects wearing… https://t.co/499U0cxWxq",Manhattan | Dyckman St and Vermilyea Ave.,crime,3
1055,1607398167523229698,2022-12-26 15:29:21,"All hands transmitted, fire in a private dwelling.",Staten Island | 109 Ellis St.,fires,0
1056,1607379978445889536,2022-12-26 14:17:05,"All hands transmitted, fire in a commercial.",Brooklyn | 10227 Avenue D.,fires,0
1057,1607360732055719937,2022-12-26 13:00:36,"2nd alarm transmitted, fire in a private dwelling.",Brooklyn | 2017 E 63rd St.,fires,0
1058,1607359557306617856,2022-12-26 12:55:56,"All hands transmitted, fire in a private dwelling.",Brooklyn | 2017 E 63rd St.,fires,0
1059,1607205687569825793,2022-12-26 02:44:31,"All hands transmitted, fire in a multiple dwelling.",Brooklyn | 1901 Avenue P.,fires,0
1060,1607194888218583043,2022-12-26 02:01:36,"All hands transmitted, fire in a private dwelling.",Bronx | 1640 Grand Ave.,fires,0
1061,1607174901554634752,2022-12-26 00:42:11,"All hands transmitted, fire in a multiple dwelling.",Bronx | 651 Southern Blvd.,fires,0
1062,1607165739869282305,2022-12-26 00:05:46,"All hands transmitted, multiple maintenance holes on fire.",Manhattan | 199 Henry St.,fires,0
1063,1607133124231675905,2022-12-25 21:56:10,"Confirmed male shot in the hand, aided not likely.",Brooklyn | 260 Mother Gaston Blvd.,crime,3
1064,1607124679298367490,2022-12-25 21:22:37,Confirmed vehicle taken at gunpoint. Vehicle is a blue Toyota w/ Ohio license plate HVA… https://t.co/MDtUO0t4aV,Brooklyn | 5707 Church Ave.,fires,0
1065,1607115119338692608,2022-12-25 20:44:37,"2nd alarm transmitted, fire in a private dwelling.",Queens | 215-05 43rd Ave.,fires,0
1066,1607114610791907328,2022-12-25 20:42:36,"All hands transmitted, fire in a private dwelling.",Queens | 215-05 43rd Ave.,fires,0
1067,1607086745522257923,2022-12-25 18:51:53,"Confirmed male shot in the leg. Suspect is a m/b with an afro, wearing a red jac… https://t.co/dIKSkhELW8",Queens | 106-59 Guy R Brewer Blvd.,crime,3
1068,1606905841239875587,2022-12-25 06:53:02,Confirmed gunpoint robbery. Suspects fled in a white Jeep Grand Cherokee w/ tinted windows and black hubcaps.,Bronx | 3040 Buhre Ave.,fires,0
1069,1606905047836762112,2022-12-25 06:49:52,"Confirmed attempted robbery at knifepoint. Suspect is a light-skinned m/h, 5’6”… https://t.co/RThzqSMBjd",Manhattan | W 24th St and 6th Ave.,fires,0
1070,1606904504481468416,2022-12-25 06:47:43,"All hands transmitted, fire in a multiple dwelling.",Brooklyn | 1782 Nostrand Ave.,fires,0
1071,1606866042189398017,2022-12-25 04:14:53,"Confirmed male shot, aided not likely.",Brooklyn | 22 Mill St.,crime,3
1072,1606848973536362497,2022-12-25 03:07:03,"Confirmed commercial robbery at gunpoint. Suspect is a m/h, 6’0” tall, wearing a black mask, black jacket.",Manhattan | 37 James St.,fires,0
1073,1606848695529521154,2022-12-25 03:05:57,"2nd alarm transmitted, fire in a private dwelling.",Brooklyn | 227 Putnam Ave.,fires,0
1074,1606846893354618880,2022-12-25 02:58:47,"All hands transmitted, fire in a private dwelling.",Brooklyn | 227 Putnam Ave.,fires,0
1075,1606804924414705664,2022-12-25 00:12:01,"All hands transmitted, fire in a multiple dwelling.",Staten Island | 100 Stuyvesant Pl.,fires,0
1076,1606792599939022850,2022-12-24 23:23:03,"Confirmed robbery. Suspect is a m/b, 5’10” tall w/ a medium build, wearing a red hoodie,… https://t.co/3UG5XuHOKK",Brooklyn | 533 Remsen Ave.,fires,0
1077,1606763125516238848,2022-12-24 21:25:55,"All hands transmitted, fire in a private dwelling.",Brooklyn | 160 S Portland Ave.,fires,0
1078,1606756683723771905,2022-12-24 21:00:20,"Confirmed commercial robbery at gunpoint. Suspect is a m/b wearing glasses, black mas… https://t.co/qhR4sPKCsG",Bronx | 117 W Kingsbridge Rd.,fires,0
1079,1606728733393575938,2022-12-24 19:09:16,"All hands transmitted, fire in a multiple dwelling.",Queens | 172-12 133rd Ave.,fires,0
1080,1606689556132134913,2022-12-24 16:33:35,"All hands transmitted, fire in a multiple dwelling.",Manhattan | 1955 2nd Ave.,fires,0
1081,1606689266301542402,2022-12-24 16:32:26,"2nd alarm transmitted, fire in a private dwelling.",Queens | 111-10 209th Pl.,fires,0
1082,1606623079341477888,2022-12-24 12:09:26,"All hands transmitted, fire in a multiple dwelling.",Brooklyn | 1290 Nostrand Ave.,fires,0
1083,1606515668173602818,2022-12-24 05:02:37,"All hands transmitted, fire in a multiple dwelling.",Brooklyn | 332 Rogers Ave.,fires,0
1084,1606515463030177795,2022-12-24 05:01:48,"All hands transmitted, fire in a taxpayer.",Manhattan | 2470 8th Ave.,fires,0
1085,1606496224349245440,2022-12-24 03:45:21,"40 y/o male was shot in the face, torso, and leg and was pronounced deceased at Jamaica Hospital. https://t.co/hgsPg7OjuT",,crime,3
1086,1606466045161738240,2022-12-24 01:45:26,"All hands transmitted, fire in a multiple dwelling.",Queens | 83-09 Talbot St.,fires,0
1087,1606423766044758016,2022-12-23 22:57:26,"Confirmed male slashed in the face. Suspect is a m/h with a beard, 5’7” tall, we… https://t.co/pUCv2Brq2Y",Manhattan | W 47th St and 6th Ave.,fires,0
1088,1606401777695432708,2022-12-23 21:30:03,"All hands transmitted, vehicle fire w/ extension to a private dwelling.",Queens | 99-63 164th Ave.,fires,0
1089,1606388685141905413,2022-12-23 20:38:02,"Confirmed robbery. Suspect is a m/b in his 30s wearing all black, fled s/b on Pearl St.",Manhattan | 133 John St.,fires,0
1090,1606364002400993293,2022-12-23 18:59:57,"All hands transmitted, fire in a private dwelling.",Brooklyn | 385 Essex St.,fires,0
1091,1606360874368761872,2022-12-23 18:47:31,5 y/o female was pronounced deceased at the scene. 6 y/o male was pronounced deceased at the hospital. 5 y/o male a… https://t.co/IXQJzTxFeC,,fires,0
1092,1606348918056488960,2022-12-23 18:00:01,"Confirmed male shot, aided is likely. Suspect fled n/b on 165th St in a gray Nissan Maxima… https://t.co/NWHR6QCwKH",Queens | 89-62 165th St.,crime,3
1093,1606323292641665024,2022-12-23 16:18:11,"All hands transmitted, fire in a private dwelling.",Queens | 114-30 202nd St.,fires,0
1094,1606318639380054016,2022-12-23 15:59:42,"All hands transmitted, fire in a private dwelling.",Staten Island | 1048 Van Duzer St.,fires,0
1095,1606125813392351232,2022-12-23 03:13:28,PD o/s of a suspicious package investigation.,Queens | 41-65 Main St.,fires,0
1096,1606099674171064321,2022-12-23 01:29:36,"Confirmed officer struck by a vehicle, minor injuries to the leg. Two suspe… https://t.co/XSPxVzPcer",Brooklyn | Foster Ave and Nostrand Ave.,accident,2
1097,1606078048679464962,2022-12-23 00:03:40,Confirmed male shot in the arm. Three m/b suspects wearing all black clothing fled through the parking lot.,Brooklyn | 675 Lincoln Ave.,crime,3
1098,1606074366684454912,2022-12-22 23:49:03,"Confirmed male shot, aided is conscious and alert at this time.",Manhattan | 1833 Lexington Ave.,crime,3
1099,1606069000319926273,2022-12-22 23:27:43,Confirmed male w/ a self-inflicted gunshot wound to the head on the 3rd floor.,Brooklyn | 3201 Kings Hwy.,crime,3
1100,1606060018247389202,2022-12-22 22:52:02,"All hands transmitted, fire in a ferry.",Staten Island | 1 Richmond Terrace.,fires,0
1101,1606037452040306688,2022-12-22 21:22:21,"Confirmed commercial robbery at gunpoint. Suspect is a m/b, 6’0” tall, wearing a surgi… https://t.co/qeVnifFEbc",Brooklyn | 321 Clarkson Ave.,fires,0
1102,1606013596810493953,2022-12-22 19:47:34,"Confirmed home invasion at gunpoint. S-1 is a m/b, 6’2” tall, 230 lbs, wearing glasses,… https://t.co/n2UDtDpYIO",Brooklyn | 123 Linden Blvd.,fires,0
1103,1605990935942283277,2022-12-22 18:17:31,"All hands transmitted, fire in a multiple dwelling.",Brooklyn | 2296 Atlantic Ave.,fires,0
1104,1605990804018839571,2022-12-22 18:17:00,"Confirmed male shot in the chest. Suspect is a m/h, 5’5” tall, wearing a black jacket,… https://t.co/JmbTM8ylzZ",Brooklyn | 1314 Sutter Ave.,crime,3
1105,1605985632123293696,2022-12-22 17:56:27,"Confirmed robbery. Suspect is a male, unknown race, 6’0” tall, 200 lbs, wearing a blue… https://t.co/hU3q0wiqex",Staten Island | 15 Hank Pl.,fires,0
1106,1605980698157932544,2022-12-22 17:36:50,"Confirmed male shot in the leg, aided not likely. 3 m/b suspects fled e/b on… https://t.co/WoE0CtsZ8v",Manhattan | W 126th St and Lenox Ave.,crime,3
1107,1605790868006440960,2022-12-22 05:02:31,"All hands transmitted, fire in a multiple dwelling.",Bronx | 2386 Bathgate Ave.,fires,0
1108,1605780945633673219,2022-12-22 04:23:06,"Confirmed female shot, aided not likely. Suspect in custody.",Bronx | 955 Cauldwell Ave.,crime,3
1109,1605757008816340995,2022-12-22 02:47:59,"PD o/s of a pedestrian struck in hit-and run, aided w/ serious injuries. Driver fl… https://t.co/MOQqtiZoBE",Queens | 21st St and Borden Ave.,accident,2
1110,1605754239820742656,2022-12-22 02:36:58,"Confirmed gunpoint robbery. Suspect is a m/h wearing a black coat, fled n/b on 2nd Ave on a moped.",Manhattan | E 35th St and 2nd Ave.,fires,0
1111,1605752875392671744,2022-12-22 02:31:33,"Confirmed person struck by the train at Fulton St station A/C line, requesting power off.",Manhattan | Fulton St and William St.,accident,2
1112,1605745986642509825,2022-12-22 02:04:11,"Confirmed knifepoint robbery, two m/b suspects. S-1 is wearing a face mask, dark clothing.",Brooklyn | S Elliot Pl and Lafayette Ave.,robbery,1
1113,1605722790748889095,2022-12-22 00:32:00,"Confirmed male shot in the leg, aided not likely.",Bronx | W 177th St and W Tremont Ave.,crime,3
1114,1605702745264209922,2022-12-21 23:12:21,"Confirmed gunpoint robbery. Suspect is a male, 6’0” tall w/ a slim build, wearing a sk… https://t.co/7PIFkQrmFU",Brooklyn | 551 Vandalia Ave.,fires,0
1115,1605650293668122629,2022-12-21 19:43:56,"Confirmed male shot, aided not likely.",Brooklyn | Mother Gaston Blvd and Belmont Ave.,crime,3
1116,1605609022207442946,2022-12-21 16:59:56,Confirmed knifepoint robbery. Three male suspects fled in a navy blue BMW w… https://t.co/ng8bADVQxn,Staten Island | Cebra Ave and Ward Ave.,robbery,1
1117,1605593562665590785,2022-12-21 15:58:30,"Confirmed robbery. S-1 is a m/w wearing a black mask, black jacket, blue jeans,… https://t.co/nJc8t8fNt8",Queens | 48th St and Northern Blvd.,fires,0
1118,1605585089689264128,2022-12-21 15:24:50,Confirmed male shot at the location.,Brooklyn | 2321 Mermaid Ave.,crime,3
1119,1605582007714578440,2022-12-21 15:12:35,Confirmed male stabbed at the location.,Brooklyn | 180 Powell St.,crime,3
1120,1605570785674145793,2022-12-21 14:28:00,"Confirmed police-involved shooting, one officer and suspect shot. Both transported in not… https://t.co/JTrCUiLwaW",Brooklyn | 277 Gates Ave.,crime,3
1121,1605537989161000961,2022-12-21 12:17:40,"2nd alarm transmitted, fire in a private dwelling.",Queens | 147-14 23rd Ave.,fires,0
1122,1605397002136829955,2022-12-21 02:57:26,"Confirmed gunpoint robbery. S-1 is a m/b in his 20s, 6’0” tall, wearing a navy… https://t.co/Fr24AZupk2",Manhattan | W 3rd St and Mercer St.,fires,0
1123,1605394865747017728,2022-12-21 02:48:57,"Confirmed person struck by the train, aided is DOA.",Queens | Jamaica-179th St station F line.,accident,2
1124,1605389152643604483,2022-12-21 02:26:15,"Confirmed person shot at Union St station, aided is likely. No outstanding suspect.",Brooklyn | Union St and 4th Ave.,crime,3
1125,1605364975471583236,2022-12-21 00:50:11,"Confirmed gunpoint robbery. Suspect is a m/b wearing a green coat, black pants.",Queens | Sanford Ave and College Point Blvd.,fires,0
1126,1605358651073495042,2022-12-21 00:25:03,"Confirmed gunpoint robbery. Suspect is a m/b, 5’7”-5’8” tall w/ a slim build, wearin… https://t.co/LmOJc7i01i",Queens | 97th Ave and 80th St.,fires,0
1127,1605341827728642048,2022-12-20 23:18:12,"PD o/s of a pedestrian struck in hit-and run, aided w/ serious injuries. Driver… https://t.co/g2vib3Rqtw",Bronx | E 168th St and Gerard Ave.,accident,2
1128,1605312744445673474,2022-12-20 21:22:38,"All hands transmitted, fire in a multiple dwelling.",Brooklyn | 660 Nostrand Ave.,fires,0
1129,1605304702568128512,2022-12-20 20:50:40,"PD o/s of a confirmed floater, body recovery in progress.",Brooklyn | Gowanus Bay.,fires,0
1130,1605303844874887178,2022-12-20 20:47:16,"Confirmed person in the water, aided has been removed and is unconscious.",Brooklyn | Brooklyn Bridge.,fires,0
1131,1605259013670707201,2022-12-20 17:49:07,"All hands transmitted, fire in a multiple dwelling.",Manhattan | 518 W 159th St.,fires,0
1132,1605241947676983298,2022-12-20 16:41:18,"Confirmed person struck by the train, aided is DOA.",Manhattan | 14th St-6th Ave station L line.,accident,2
1133,1605216665834323975,2022-12-20 15:00:51,"All hands transmitted, fire in a multiple dwelling.",Brooklyn | 254 5th Ave.,fires,0
1134,1605215495044710406,2022-12-20 14:56:12,"All hands transmitted, fire in a private dwelling.",Queens | 115-21 126th St.,fires,0
1135,1605055937731072001,2022-12-20 04:22:10,Confirmed commercial robbery at gunpoint. Three m/b suspects fled n/b on Colonial Ave… https://t.co/c0cqdcO1lg,Bronx | 3279 Westchester Ave.,robbery,1
1136,1605021520622927876,2022-12-20 02:05:25,Confirmed gunpoint robbery. Suspects fled in a black BMW 330i w/ tinted windows.,Queens | 202nd St and Hillside Ave.,fires,0
1137,1605007840556589060,2022-12-20 01:11:03,"Confirmed robbery. 4-5 male suspects wearing all black clothing and ski masks, fled e/b on Rust St.",Queens | 48th St and 56th Rd.,robbery,1
1138,1604982528925990912,2022-12-19 23:30:28,"All hands transmitted, fire in a multiple dwelling.",Brooklyn | 8418 3rd Ave.,fires,0
1139,1604964204116693028,2022-12-19 22:17:39,"All hands transmitted, fire in a multiple dwelling.",Manhattan | 560 W 163rd St.,fires,0
1140,1604958975413329920,2022-12-19 21:56:53,Confirmed robbery and slashing in transit at 145th St station. Suspect… https://t.co/cr5mNr2cm1,Manhattan | W 145th St and St Nicholas Ave.,fires,0
